Sun Jan 04 12:22:15 2015    profile_out1.txt

         1868107 function calls (1860775 primitive calls) in 20.882 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _sgmllib_copy.py:77(reset)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 Style.py:20(StyleCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:50(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 zipfile.py:652(ZipFile)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 Formatting.py:253(__init__)
        8    0.000    0.000    0.000    0.000 cookies.py:61(is_unverifiable)
        1    0.000    0.000    0.000    0.000 charset.py:156(Charset)
        8    0.000    0.000    0.000    0.000 xl_builder.py:43(get_items_to_use)
        1    0.000    0.000    0.000    0.000 argparse.py:2122(_get_nargs_pattern)
        3    0.000    0.000    0.000    0.000 sre_parse.py:698(literal)
        1    0.000    0.000    0.000    0.000 timeout.py:19(Timeout)
        1    0.000    0.000    0.000    0.000 antlr.py:2336(BaseAST)
        1    0.000    0.000    0.000    0.000 {math.exp}
        1    0.000    0.000    0.000    0.000 inputstream.py:551(EncodingBytes)
        1    0.000    0.000    0.000    0.000 _beautifulsoup.py:275(Tag)
        1    0.000    0.000    0.000    0.000 structures.py:114(__init__)
        7    0.000    0.000    0.000    0.000 _form.py:2679(__getattr__)
        1    0.000    0.000    0.000    0.000 element.py:643(NavigableString)
        1    0.000    0.000    0.000    0.000 _html5lib.py:118(Element)
        1    0.000    0.000    0.000    0.000 request.py:18(RequestMethods)
        1    0.000    0.000    0.000    0.000 antlr.py:2321(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 ElementTree.py:171(Element)
        1    0.000    0.000    0.000    0.000 HTMLParser.py:67(HTMLParser)
        1    0.000    0.000    0.000    0.000 _form.py:2354(_totally_ordered_pairs)
        2    0.000    0.000    0.000    0.000 _opener.py:38(set_request_attr)
        1    0.000    0.000    0.000    0.000 connectionpool.py:85(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 __init__.py:641(Handler)
        1    0.000    0.000    0.000    0.000 argparse.py:1515(ArgumentParser)
        6    0.000    0.000    0.000    0.000 _response.py:360(info)
        5    0.000    0.000    0.000    0.000 six.py:170(_get_module)
        1    0.000    0.000    0.000    0.000 _http.py:270(HTTPRobotRulesProcessor)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        3    0.000    0.000    0.000    0.000 _lxml.py:218(default_parser)
        1    0.000    0.000    0.000    0.000 __init__.py:1077(Logger)
        1    0.000    0.000    0.000    0.000 {_codecs.register_error}
        5    0.000    0.000    0.000    0.000 _clientcookie.py:679(is_not_allowed)
        3    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        2    0.000    0.000    0.000    0.000 inputstream.py:183(reset)
        6    0.000    0.000    0.000    0.000 cookies.py:77(get_new_headers)
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 Cookie.py:549(BaseCookie)
        4    0.000    0.000    0.000    0.000 urllib2.py:267(has_proxy)
        1    0.000    0.000    0.000    0.000 httplib.py:320(HTTPResponse)
        1    0.000    0.000    0.000    0.000 saxutils.py:171(XMLFilterBase)
        4    0.000    0.000    0.000    0.000 _clientcookie.py:706(set_ok_version)
        4    0.000    0.000    0.000    0.000 _urllib2_fork.py:186(has_data)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:1662(MinimalSoup)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
        6    0.000    0.000    0.000    0.000 models.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:449(NavigableString)
        1    0.000    0.000    0.000    0.000 suite.py:11(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:641(__init__)
        3    0.000    0.000    0.000    0.000 _lxml.py:123(close)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:142(Request)
        1    0.000    0.000    0.000    0.000 cgi.py:353(FieldStorage)
        1    0.000    0.000    0.000    0.000 element.py:84(HTMLAwareEntitySubstitution)
        1    0.000    0.000    0.000    0.000 collections.py:326(Counter)
        1    0.000    0.000    0.000    0.000 Formatting.py:33(Font)
        1    0.000    0.000    0.000    0.000 urllib2.py:187(Request)
        1    0.000    0.000    0.000    0.000 urllib.py:607(FancyURLopener)
        1    0.000    0.000    0.000    0.000 argparse.py:2005(_match_arguments_partial)
        4    0.000    0.000    0.000    0.000 urllib2.py:255(get_selector)
        1    0.000    0.000    0.000    0.000 _sgmllib_copy.py:112(close)
        4    0.000    0.000    0.000    0.000 urllib2.py:1131(<genexpr>)
        1    0.000    0.000    0.000    0.000 Queue.py:231(LifoQueue)
        4    0.000    0.000    0.000    0.000 ssl_.py:79(resolve_ssl_version)
        1    0.000    0.000    0.000    0.000 markupbase.py:24(ParserBase)
        4    0.000    0.000    0.000    0.000 cookielib.py:123(offset_from_tz_string)
        5    0.000    0.000    0.000    0.000 _strptime.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        4    0.000    0.000    0.000    0.000 sre_parse.py:128(__delitem__)
        3    0.000    0.000    0.000    0.000 html5parser.py:2495(endTagHtml)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:80(TreeBuilder)
        4    0.000    0.000    0.000    0.000 dammit.py:430(declared_html_encoding)
        1    0.000    0.000    0.000    0.000 antlr.py:2237(AST)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:889(SoupStrainer)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 html5parser.py:1617(InTablePhase)
        4    0.000    0.000    0.000    0.000 _clientcookie.py:732(set_ok_name)
        1    0.000    0.000    0.000    0.000 _http.py:139(HeadParser)
        1    0.000    0.000    0.000    0.000 case.py:999(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 _form.py:1256(TextControl)
        1    0.000    0.000    0.000    0.000 hmac.py:20(HMAC)
        1    0.000    0.000    0.000    0.000 html5parser.py:1763(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
        1    0.000    0.000    0.000    0.000 _collections.py:32(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        3    0.000    0.000    0.000    0.000 _clientcookie.py:865(return_ok_version)
        1    0.000    0.000    0.000    0.000 antlr.py:2114(TreeParser)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 xmlreader.py:276(AttributesImpl)
        1    0.000    0.000    0.000    0.000 _http.py:49(AbstractHeadParser)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 six.py:72(_import_module)
        1    0.000    0.000    0.000    0.000 cookielib.py:707(Cookie)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:5(SharedStringTable)
        1    0.000    0.000    0.000    0.000 _opener.py:47(OpenerDirector)
        1    0.000    0.000    0.000    0.000 fields.py:55(RequestField)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:244(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:766(Differ)
        1    0.000    0.000    0.000    0.000 inputstream.py:140(HTMLUnicodeInputStream)
        1    0.000    0.000    0.000    0.000 antlr.py:512(Token)
        1    0.000    0.000    0.000    0.000 random.py:647(WichmannHill)
        2    0.000    0.000    0.000    0.000 _headersutil.py:61(split_header_words)
        1    0.000    0.000    0.000    0.000 url.py:6(Url)
        1    0.000    0.000    0.000    0.000 html5parser.py:693(InHeadPhase)
        1    0.000    0.000    0.000    0.000 FilterMax.py:4(__init__)
        1    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 Column.py:5(Column)
        1    0.000    0.000    0.000    0.000 _response.py:46(seek_wrapper)
        1    0.000    0.000    0.000    0.000 {sys.getwindowsversion}
        2    0.000    0.000    0.000    0.000 _base.py:275(_setInsertFromTable)
        1    0.000    0.000    0.000    0.000 element.py:1417(SoupStrainer)
        1    0.000    0.000    0.000    0.000 hooks.py:14(<module>)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dictproxy' objects}
        1    0.000    0.000    0.000    0.000 {zlib.decompressobj}
        4    0.000    0.000    0.000    0.000 __init__.py:417(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1026(__init__)
        1    0.000    0.000    0.000    0.000 _form.py:2323(SubmitControl)
        1    0.000    0.000    0.000    0.000 py.py:9(Trie)
        1    0.000    0.000    0.000    0.000 platform.py:365(_popen)
        4    0.000    0.000    0.000    0.000 _clientcookie.py:825(set_ok_port)
        1    0.000    0.000    0.000    0.000 antlr.py:328(MismatchedTokenException)
        4    0.000    0.000    0.000    0.000 urllib.py:978(info)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:893(__init__)
        4    0.000    0.000    0.000    0.000 _clientcookie.py:752(set_ok_countrycode_domain)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:258(__init__)
        1    0.000    0.000    0.000    0.000 _form.py:1057(Control)
        1    0.000    0.000    0.000    0.000 xl3.py:29(from_formula)
        1    0.000    0.000    0.000    0.000 Queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        1    0.000    0.000    0.000    0.000 html5parser.py:2041(InRowPhase)
        1    0.000    0.000    0.000    0.000 html5parser.py:792(AfterHeadPhase)
        1    0.000    0.000    0.000    0.000 html5parser.py:1943(InTableBodyPhase)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:615(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:484(CFunctionType)
        1    0.000    0.000    0.000    0.000 cookielib.py:1733(FileCookieJar)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:1159(__init__)
        1    0.000    0.000    0.000    0.000 html5parser.py:2355(__init__)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {_winreg.CloseKey}
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:117(_invert)
        1    0.000    0.000    0.000    0.000 _clientcookie.py:610(__init__)
        1    0.000    0.000    0.000    0.000 inputstream.py:874(codecName)
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 _parseaddr.py:172(AddrlistClass)
        1    0.000    0.000    0.000    0.000 suite.py:73(TestSuite)
        2    0.000    0.000    0.000    0.000 _clientcookie.py:1402(_process_rfc2109_cookies)
        4    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 inputstream.py:654(EncodingParser)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:533(__init__)
        1    0.000    0.000    0.000    0.000 html5parser.py:2206(InSelectPhase)
        1    0.000    0.000    0.000    0.000 adapters.py:48(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 _html5lib.py:22(HTML5TreeBuilder)
        2    0.000    0.000    0.000    0.000 codecs.py:395(__init__)
        1    0.000    0.000    0.000    0.000 {binascii.a2b_hex}
        1    0.000    0.000    0.000    0.000 threading.py:509(_set_ident)
        1    0.000    0.000    0.000    0.000 suite.py:235(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1437(XMLParser)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:1012(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:979(Manager)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:555(__init__)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:459(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:1027(HTTP)
        1    0.000    0.000    0.000    0.000 ExcelFormulaParser.py:71(Parser)
        1    0.000    0.000    0.000    0.000 CompoundDoc.py:18(XlsDoc)
        1    0.000    0.000    0.000    0.000 shlex.py:21(shlex)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.000    0.000 html5parser.py:442(Phase)
        1    0.000    0.000    0.000    0.000 encoder.py:71(JSONEncoder)
        2    0.000    0.000    0.000    0.000 tax.py:286(get_tax_url_from_taxid)
        1    0.000    0.000    0.000    0.000 inputstream.py:47(BufferedStream)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 robotparser.py:18(RobotFileParser)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:859(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 connectionpool.py:59(ConnectionPool)
        1    0.000    0.000    0.000    0.000 tempfile.py:107(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 ElementTree.py:605(ElementTree)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:307(__init__)
        1    0.000    0.000    0.000    0.000 structures.py:16(IteratorProxy)
        4    0.000    0.000    0.000    0.000 _form.py:1476(is_of_kind)
        1    0.000    0.000    0.000    0.000 saxutils.py:84(XMLGenerator)
        1    0.000    0.000    0.000    0.000 Formatting.py:138(Alignment)
